,OBJECTID,Reference,Sampling_Date,Latitude,Longitude,Gear,Scientificname,Commonname,TotalNum,avg_size,min_size,max_size,ExDate
24370,2721932,TBM2014031303,2014-03-23 20:00:00,27.924566,-82.685133,300,Chilomycterus schoepfii,Striped Burrfish,1,111,111,111,2018-04-12 07:03:39
24371,2721933,TBM2014031303,2014-03-23 20:00:00,27.924566,-82.685133,300,Prionotus scitulus,Leopard Searobin,3,75,60,91,2018-04-12 07:03:39
24372,2721978,TBM2014040103,2014-03-31 20:00:00,27.891283,-82.62715,20,Gobiosoma robustum,Code Goby,1,26,26,26,2018-04-12 07:03:42
24373,2721979,TBM2014040103,2014-03-31 20:00:00,27.891283,-82.62715,20,Orthopristis chrysoptera,Pigfish,2,23,21,25,2018-04-12 07:03:42
24374,2721980,TBM2014040106,2014-03-31 20:00:00,27.908933,-82.602383,300,Orthopristis chrysoptera,Pigfish,1,26,26,26,2018-04-12 07:03:42
24375,2721981,TBM2014040106,2014-03-31 20:00:00,27.908933,-82.602383,300,Prionotus scitulus,Leopard Searobin,3,76,62,85,2018-04-12 07:03:42
24376,2721982,TBM2014040108,2014-03-31 20:00:00,27.897833,-82.549666,300,Opsanus beta,Gulf Toadfish,2,57,52,62,2018-04-12 07:03:42
24377,2721984,TBM2014040110,2014-03-31 20:00:00,27.881566,-82.5374,20,Lagodon rhomboides,Pinfish,919,29,17,44,2018-04-12 07:03:42
24378,2722026,TBM2014040907,2014-04-02 20:00:00,27.925916,-82.701566,20,Lagodon rhomboides,Pinfish,1,31,31,31,2018-04-12 07:03:42
24379,2722030,TBM2014041101,2014-04-09 20:00:00,27.87365,-82.5989,160,Paralichthys albigutta,Gulf Flounder,1,81,81,81,2018-04-12 07:03:42
24380,2722098,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Archosargus probatocephalus,Sheepshead,3,23,17,30,2018-04-12 07:03:42
24381,2722099,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Eucinostomus spp.,Eucinostomus,1,17,17,17,2018-04-12 07:03:42
24382,2722100,TBM2014050806,2014-05-14 20:00:00,27.873816,-82.599166,160,Archosargus probatocephalus,Sheepshead,1,245,245,245,2018-04-12 07:03:42
24383,2722101,TBM2014050807,2014-05-14 20:00:00,27.85265,-82.554516,160,Sphoeroides nephelus,Southern Puffer,1,48,48,48,2018-04-12 07:03:42
24384,2722104,TBM2014050903,2014-05-07 20:00:00,27.881816,-82.618583,20,Menidia spp.,Menidia Silversides,178,37,33,42,2018-04-12 07:03:42
24385,2722105,TBM2014050904,2014-05-07 20:00:00,27.884783,-82.613716,20,Gobiosoma robustum,Code Goby,1,42,42,42,2018-04-12 07:03:42
24386,2722106,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Menippe spp.,Stone Crab,3,27,15,35,2018-04-12 07:03:42
24387,2722107,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Orthopristis chrysoptera,Pigfish,19,40,25,70,2018-04-12 07:03:42
24388,2722127,TBM2014010904,2014-01-15 19:00:00,27.87155,-82.606366,160,Mugil trichodon,Fantail Mullet,3,121,111,133,2018-04-12 07:01:32
24389,2722183,TBM2014020305,2014-02-05 19:00:00,27.905616,-82.64835,160,Sphoeroides nephelus,Southern Puffer,1,145,145,145,2018-04-12 07:01:32
24390,2722184,TBM2014020306,2014-02-05 19:00:00,27.924,-82.7001,20,No fish,.,0,NA,NA,NA,2018-04-12 07:01:32
24391,2722186,TBM2014020405,2014-02-10 19:00:00,27.86615,-82.6041,160,Echeneis neucratoides,Whitefin Sharksucker,1,152,152,152,2018-04-12 07:01:32
24392,2722221,TBM2014021104,2014-02-19 19:00:00,27.871133,-82.608166,300,Paralichthys albigutta,Gulf Flounder,1,188,188,188,2018-04-12 07:01:32
24393,2722222,TBM2014021108,2014-02-19 19:00:00,27.917283,-82.5436,300,Chilomycterus schoepfii,Striped Burrfish,3,171,122,226,2018-04-12 07:03:31
24394,2722278,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Callinectes sapidus,Blue Crab,1,124,124,124,2018-04-12 07:03:32
24395,2722279,TBM2014031302,2014-03-23 20:00:00,27.922366,-82.647716,20,Orthopristis chrysoptera,Pigfish,2,24,24,25,2018-04-12 07:03:32
24396,2722280,TBM2014031304,2014-03-23 20:00:00,27.92395,-82.700233,20,Eucinostomus harengulus,Tidewater Mojarra,2,42,41,44,2018-04-12 07:03:32
24397,2722281,TBM2014031306,2014-03-23 20:00:00,28.028733,-82.690483,20,Leiostomus xanthurus,Spot,4,43,36,50,2018-04-12 07:03:32
24398,2723360,TBM2014010901,2014-01-15 19:00:00,27.950216,-82.547083,160,Eucinostomus harengulus,Tidewater Mojarra,1,67,67,67,2018-04-12 07:01:34
24399,2723363,TBM2014010904,2014-01-15 19:00:00,27.87155,-82.606366,160,Elops saurus,Ladyfish,1,403,403,403,2018-04-12 07:01:34
24400,2723364,TBM2014010905,2014-01-15 19:00:00,27.888033,-82.635833,160,Mugil cephalus,Striped Mullet,396,339,272,452,2018-04-12 07:01:34
24401,2723419,TBM2014020302,2014-02-05 19:00:00,28.006483,-82.64385,20,Stephanolepis hispidus,Planehead Filefish,1,NA,NA,NA,2018-04-12 07:01:57
24402,2723422,TBM2014020405,2014-02-10 19:00:00,27.86615,-82.6041,160,Archosargus probatocephalus,Sheepshead,4,289,256,338,2018-04-12 07:01:57
24403,2723423,TBM2014020406,2014-02-10 19:00:00,27.88835,-82.626883,160,Strongylura notata,Redfin Needlefish,3,348,326,368,2018-04-12 07:01:57
24404,2723457,TBM2014021105,2014-02-19 19:00:00,27.913916,-82.562333,300,Dasyatis sabina,Atlantic Stingray,2,225,221,230,2018-04-12 07:01:57
24405,2723458,TBM2014021105,2014-02-19 19:00:00,27.913916,-82.562333,300,Portunus spp.,Portunus Crabs,1,37,37,37,2018-04-12 07:01:57
24406,2723510,TBM2014030904,2014-03-23 20:00:00,27.835266,-82.583183,20,Eucinostomus gula,Silver Jenny,8,46,42,52,2018-04-12 07:01:57
24407,2723523,TBM2014031203,2014-03-04 19:00:00,27.970333,-82.610366,20,Callinectes sapidus,Blue Crab,1,17,17,17,2018-04-12 07:01:57
24408,2723524,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Lutjanus synagris,Lane Snapper,1,66,66,66,2018-04-12 07:01:57
24409,2723525,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Synodus foetens,Inshore Lizardfish,4,130,30,199,2018-04-12 07:01:57
24410,2723526,TBM2014031303,2014-03-23 20:00:00,27.924566,-82.685133,300,Paralichthys albigutta,Gulf Flounder,2,49,47,52,2018-04-12 07:01:57
24411,2723527,TBM2014031306,2014-03-23 20:00:00,28.028733,-82.690483,20,Brevoortia spp.,Menhadens,4,22,20,26,2018-04-12 07:01:57
24412,2723567,TBM2014030905,2014-03-23 20:00:00,27.86425,-82.56385,300,Farfantepenaeus duorarum,Pink Shrimp,1,17,17,17,2018-04-12 07:01:54
24413,2723574,TBM2014031202,2014-03-04 19:00:00,27.973483,-82.606066,160,Elops saurus,Ladyfish,1,452,452,452,2018-04-12 07:01:54
24414,2723575,TBM2014031202,2014-03-04 19:00:00,27.973483,-82.606066,160,Hyporhamphus meeki,False Silver Halfbeak,1,218,218,218,2018-04-12 07:01:54
24415,2723576,TBM2014031202,2014-03-04 19:00:00,27.973483,-82.606066,160,Mugil cephalus,Striped Mullet,2,344,315,373,2018-04-12 07:01:54
24416,2723577,TBM2014031205,2014-03-04 19:00:00,27.9263,-82.532633,20,Orthopristis chrysoptera,Pigfish,8,31,21,39,2018-04-12 07:01:54
24417,2723578,TBM2014031205,2014-03-04 19:00:00,27.9263,-82.532633,20,Strongylura notata,Redfin Needlefish,1,226,226,226,2018-04-12 07:01:54
24418,2723579,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Prionotus tribulus,Bighead Searobin,4,57,46,67,2018-04-12 07:01:54
24419,2723580,TBM2014031303,2014-03-23 20:00:00,27.924566,-82.685133,300,Gobiosoma robustum,Code Goby,1,21,21,21,2018-04-12 07:01:54
24420,2723581,TBM2014031305,2014-03-23 20:00:00,27.977116,-82.672416,300,Dasyatis sabina,Atlantic Stingray,3,255,248,260,2018-04-12 07:01:54
24421,2723582,TBM2014031305,2014-03-23 20:00:00,27.977116,-82.672416,300,Microgobius thalassinus,Green Goby,4,30,29,35,2018-04-12 07:01:54
24422,2723622,TBM2014040104,2014-03-31 20:00:00,27.89175,-82.6279,20,No fish,.,0,NA,NA,NA,2018-04-12 07:02:05
24423,2723623,TBM2014040105,2014-03-31 20:00:00,27.90995,-82.6275,20,Callinectes sapidus,Blue Crab,1,26,26,26,2018-04-12 07:02:05
24424,2723624,TBM2014040106,2014-03-31 20:00:00,27.908933,-82.602383,300,Callinectes sapidus,Blue Crab,1,115,115,115,2018-04-12 07:02:05
24425,2723625,TBM2014040110,2014-03-31 20:00:00,27.881566,-82.5374,20,Orthopristis chrysoptera,Pigfish,44,37,31,45,2018-04-12 07:02:05
24426,2723626,TBM2014040110,2014-03-31 20:00:00,27.881566,-82.5374,20,Syngnathus scovelli,Gulf Pipefish,2,81,75,87,2018-04-12 07:02:05
24427,2723670,TBM2014040905,2014-04-02 20:00:00,27.958066,-82.68415,300,Lagodon rhomboides,Pinfish,29,38,31,51,2018-04-12 07:02:05
24428,2723746,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Lucania parva,Rainwater Killifish,38,22,17,27,2018-04-12 07:03:39
24429,2723747,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Menidia spp.,Menidia Silversides,15,30,22,52,2018-04-12 07:03:39
24430,2723748,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Microgobius gulosus,Clown Goby,17,29,20,41,2018-04-12 07:03:39
24431,2723749,TBM2014050903,2014-05-07 20:00:00,27.881816,-82.618583,20,Leiostomus xanthurus,Spot,1,63,63,63,2018-04-12 07:03:39
24432,2723750,TBM2014050906,2014-05-07 20:00:00,27.929866,-82.695183,300,Paralichthys albigutta,Gulf Flounder,1,284,284,284,2018-04-12 07:03:39
24433,2723751,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Syngnathus scovelli,Gulf Pipefish,3,71,67,80,2018-04-12 07:03:39
24434,2723752,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Synodus foetens,Inshore Lizardfish,6,77,32,150,2018-04-12 07:03:39
24435,2723800,TBM2014100403,2014-09-30 20:00:00,27.911116,-82.659183,20,Floridichthys carpio,Goldspotted Killifish,13,15,14,18,2018-04-12 07:04:07
24436,2723801,TBM2014100405,2014-09-30 20:00:00,27.9613,-82.689766,160,Archosargus probatocephalus,Sheepshead,1,55,55,55,2018-04-12 07:04:07
24437,2723802,TBM2014100406,2014-09-30 20:00:00,27.960783,-82.695933,160,Elops saurus,Ladyfish,89,262,231,290,2018-04-12 07:04:07
24438,2723803,TBM2014100407,2014-09-30 20:00:00,27.956633,-82.7171,20,Callinectes sapidus,Blue Crab,1,126,126,126,2018-04-12 07:04:07
24439,2723804,TBM2014100407,2014-09-30 20:00:00,27.956633,-82.7171,20,Cynoscion arenarius,Sand Seatrout,1,71,71,71,2018-04-12 07:04:07
24440,2723805,TBM2014100407,2014-09-30 20:00:00,27.956633,-82.7171,20,Microgobius gulosus,Clown Goby,1,34,34,34,2018-04-12 07:04:07
24441,2723806,TBM2014100407,2014-09-30 20:00:00,27.956633,-82.7171,20,Opisthonema oglinum,Atlantic Thread Herring,1,46,46,46,2018-04-12 07:04:07
24442,2723807,TBM2014100408,2014-09-30 20:00:00,27.956833,-82.713083,20,Harengula jaguana,Scaled Sardine,1,61,61,61,2018-04-12 07:04:07
24443,2723823,TBM2014100704,2014-10-01 20:00:00,27.835433,-82.5831,20,Cynoscion nebulosus,Spotted Seatrout,1,48,48,48,2018-04-12 07:04:07
24444,2723824,TBM2014100705,2014-10-01 20:00:00,27.86485,-82.596066,160,Mugil curema,White Mullet,4,129,116,163,2018-04-12 07:04:07
24445,2723825,TBM2014100705,2014-10-01 20:00:00,27.86485,-82.596066,160,Opisthonema oglinum,Atlantic Thread Herring,2,105,101,109,2018-04-12 07:04:07
24446,2723860,TBM2014101104,2014-10-21 20:00:00,27.951066,-82.552116,300,Menippe spp.,Stone Crab,1,36,36,36,2018-04-12 07:04:08
24447,2723941,TBM2014110708,2014-11-04 19:00:00,27.822983,-82.59,20,Paralichthys albigutta,Gulf Flounder,1,125,125,125,2018-04-12 07:04:08
24448,2723971,TBM2014040106,2014-03-31 20:00:00,27.908933,-82.602383,300,Symphurus plagiusa,Blackcheek Tonguefish,1,75,75,75,2018-04-12 07:03:33
24449,2723972,TBM2014040107,2014-03-31 20:00:00,27.93605,-82.5626,20,Paralichthys albigutta,Gulf Flounder,6,57,45,85,2018-04-12 07:03:33
24450,2723973,TBM2014040110,2014-03-31 20:00:00,27.881566,-82.5374,20,Gobiosoma longipala,Twoscale Goby,1,22,22,22,2018-04-12 07:03:33
24451,2724015,TBM2014040902,2014-04-02 20:00:00,28.00735,-82.664216,160,Paralichthys albigutta,Gulf Flounder,1,90,90,90,2018-04-12 07:03:34
24452,2724016,TBM2014040906,2014-04-02 20:00:00,27.95745,-82.71305,160,Mugil cephalus,Striped Mullet,2,374,356,392,2018-04-12 07:03:34
24453,2724017,TBM2014040906,2014-04-02 20:00:00,27.95745,-82.71305,160,Sciaenops ocellatus,Red Drum,1,400,400,400,2018-04-12 07:03:34
24454,2724074,TBM2014050807,2014-05-14 20:00:00,27.85265,-82.554516,160,Centropomus undecimalis,Common Snook,6,444,387,495,2018-04-12 07:03:34
24455,2724077,TBM2014050901,2014-05-07 20:00:00,27.8787,-82.53195,20,Eucinostomus spp.,Eucinostomus,1,35,35,35,2018-04-12 07:03:34
24456,2724078,TBM2014050905,2014-05-07 20:00:00,27.888633,-82.627633,20,Lucania parva,Rainwater Killifish,7,25,21,31,2018-04-12 07:03:34
24457,2724079,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Farfantepenaeus duorarum,Pink Shrimp,3,15,13,17,2018-04-12 07:03:34
24458,2724080,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Gobiosoma robustum,Code Goby,21,27,21,36,2018-04-12 07:03:34
24459,2724081,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Hippocampus erectus,Lined Seahorse,1,52,52,52,2018-04-12 07:03:34
24460,2724097,TBM2014051301,2014-05-12 20:00:00,27.973266,-82.606883,160,Rhinoptera bonasus,Cownose Ray,1,688,688,688,2018-04-12 07:03:34
24461,2724098,TBM2014051304,2014-05-12 20:00:00,27.956783,-82.716966,20,Archosargus probatocephalus,Sheepshead,4,16,16,18,2018-04-12 07:03:34
24462,2724099,TBM2014051307,2014-05-12 20:00:00,28.0025,-82.657,20,Gobiosoma spp.,Gobiosoma Gobies,1,13,13,13,2018-04-12 07:03:34
24463,2724154,TBM2014060204,2014-06-08 20:00:00,27.957483,-82.713383,20,Eucinostomus harengulus,Tidewater Mojarra,5,82,74,91,2018-04-12 07:03:34
24464,2724155,TBM2014060206,2014-06-08 20:00:00,27.927216,-82.693633,300,Gobiosoma robustum,Code Goby,2,21,21,22,2018-04-12 07:03:34
24465,2724156,TBM2014060206,2014-06-08 20:00:00,27.927216,-82.693633,300,Lagodon rhomboides,Pinfish,7,76,59,91,2018-04-12 07:03:34
24466,2724190,TBM2014111201,2014-11-13 19:00:00,27.96,-82.54945,20,Syngnathus scovelli,Gulf Pipefish,2,78,76,80,2018-04-12 07:04:10
24467,2724191,TBM2014111205,2014-11-13 19:00:00,27.963666,-82.67835,20,Eucinostomus harengulus,Tidewater Mojarra,2,72,71,73,2018-04-12 07:04:10
24468,2724192,TBM2014111207,2014-11-13 19:00:00,27.968783,-82.684233,20,Farfantepenaeus duorarum,Pink Shrimp,3,12,9,15,2018-04-12 07:04:10
24469,2724193,TBM2014111208,2014-11-13 19:00:00,27.886316,-82.575216,300,Prionotus scitulus,Leopard Searobin,2,95,55,136,2018-04-12 07:04:10
24470,2724194,TBM2014111301,2014-11-16 19:00:00,27.909516,-82.630683,160,Eucinostomus gula,Silver Jenny,7,67,53,78,2018-04-12 07:04:10
24471,2724195,TBM2014111302,2014-11-16 19:00:00,27.918833,-82.687316,160,Elops saurus,Ladyfish,7,250,230,274,2018-04-12 07:04:10
24472,2724196,TBM2014111302,2014-11-16 19:00:00,27.918833,-82.687316,160,Opsanus beta,Gulf Toadfish,1,161,161,161,2018-04-12 07:04:10
24473,2724197,TBM2014111303,2014-11-16 19:00:00,27.953583,-82.722033,20,Microgobius gulosus,Clown Goby,1,32,32,32,2018-04-12 07:04:10
24474,2724225,TBM2014120205,2014-12-14 19:00:00,27.95835,-82.708766,20,Cyprinodon variegatus,Sheepshead Minnow,17,23,18,29,2018-04-12 07:04:10
24475,2724226,TBM2014120207,2014-12-14 19:00:00,27.966133,-82.558283,160,Mugil trichodon,Fantail Mullet,14,233,208,252,2018-04-12 07:04:10
24476,2724243,TBM2014120503,2014-12-03 19:00:00,27.836416,-82.5377,20,Anchoa mitchilli,Bay Anchovy,98,30,24,39,2018-04-12 07:04:10
24477,2724261,TBM2014120802,2014-12-10 19:00:00,27.863683,-82.544966,160,Centropomus undecimalis,Common Snook,127,427,308,857,2018-04-12 07:04:10
24478,2724264,TBM2014121003,2014-12-14 19:00:00,27.95125,-82.54675,20,Callinectes sapidus,Blue Crab,1,31,31,31,2018-04-12 07:04:10
24479,2724265,TBM2014121004,2014-12-14 19:00:00,27.948883,-82.544816,20,Farfantepenaeus duorarum,Pink Shrimp,2,4,4,5,2018-04-12 07:04:10
24480,2724266,TBM2014121005,2014-12-14 19:00:00,27.93995,-82.550583,20,Microgobius gulosus,Clown Goby,8,20,16,26,2018-04-12 07:04:10
24481,2724326,TBM2015010703,2015-01-14 19:00:00,27.85945,-82.596133,160,Strongylura notata,Redfin Needlefish,4,338,335,340,2018-04-12 07:04:10
24482,2724327,TBM2015010706,2015-01-14 19:00:00,27.867766,-82.537216,20,Floridichthys carpio,Goldspotted Killifish,176,26,18,35,2018-04-12 07:04:10
24483,2724328,TBM2015010706,2015-01-14 19:00:00,27.867766,-82.537216,20,Sphoeroides nephelus,Southern Puffer,1,34,34,34,2018-04-12 07:04:10
24484,2724329,TBM2015010707,2015-01-14 19:00:00,27.87445,-82.533083,20,Floridichthys carpio,Goldspotted Killifish,1,29,29,29,2018-04-12 07:04:10
24485,2724331,TBM2015010806,2015-01-12 19:00:00,27.916216,-82.535033,160,Sciaenops ocellatus,Red Drum,1,366,366,366,2018-04-12 07:04:10
24486,2724364,TBM2015011306,2015-01-06 19:00:00,27.9349,-82.539466,20,Eucinostomus spp.,Eucinostomus,10,23,16,37,2018-04-12 07:04:13
24487,2724379,TBM2014120204,2014-12-14 19:00:00,28.0094,-82.6772,20,Syngnathus scovelli,Gulf Pipefish,2,60,57,63,2018-04-12 07:04:07
24488,2724380,TBM2014120206,2014-12-14 19:00:00,27.91305,-82.6751,160,Strongylura marina,Atlantic Needlefish,1,475,475,475,2018-04-12 07:04:07
24489,2724381,TBM2014120207,2014-12-14 19:00:00,27.966133,-82.558283,160,Archosargus probatocephalus,Sheepshead,2,73,70,77,2018-04-12 07:04:07
24490,2724417,TBM2014120801,2014-12-10 19:00:00,27.86785,-82.537516,160,Chilomycterus schoepfii,Striped Burrfish,1,91,91,91,2018-04-12 07:04:07
24491,2724418,TBM2014120801,2014-12-10 19:00:00,27.86785,-82.537516,160,Mugil cephalus,Striped Mullet,7,367,344,391,2018-04-12 07:04:07
24492,2724419,TBM2014120802,2014-12-10 19:00:00,27.863683,-82.544966,160,Archosargus probatocephalus,Sheepshead,44,245,163,327,2018-04-12 07:04:07
24493,2724426,TBM2014121002,2014-12-14 19:00:00,27.957316,-82.592083,300,Orthopristis chrysoptera,Pigfish,1,122,122,122,2018-04-12 07:04:07
24494,2724427,TBM2014121005,2014-12-14 19:00:00,27.93995,-82.550583,20,Eucinostomus spp.,Eucinostomus,15,28,21,39,2018-04-12 07:04:07
24495,2724428,TBM2014121005,2014-12-14 19:00:00,27.93995,-82.550583,20,Gobiosoma spp.,Gobiosoma Gobies,6,16,13,18,2018-04-12 07:04:07
24496,2724429,TBM2014121008,2014-12-14 19:00:00,27.907516,-82.548016,300,Synodus foetens,Inshore Lizardfish,1,117,117,117,2018-04-12 07:04:07
24497,2724430,TBM2014121009,2014-12-14 19:00:00,27.96785,-82.63855,20,Dasyatis sabina,Atlantic Stingray,1,268,268,268,2018-04-12 07:04:07
24498,2724431,TBM2014121009,2014-12-14 19:00:00,27.96785,-82.63855,20,Eucinostomus spp.,Eucinostomus,1,12,12,12,2018-04-12 07:04:07
24499,2724488,TBM2015010701,2015-01-14 19:00:00,27.868116,-82.57945,300,Chilomycterus schoepfii,Striped Burrfish,3,116,85,148,2018-04-12 07:04:07
24500,2724491,TBM2015010708,2015-01-14 19:00:00,27.882066,-82.5399,160,Archosargus probatocephalus,Sheepshead,21,193,55,348,2018-04-12 07:04:07
24501,2724492,TBM2015010708,2015-01-14 19:00:00,27.882066,-82.5399,160,Chilomycterus schoepfii,Striped Burrfish,2,145,117,174,2018-04-12 07:04:07
24502,2724494,TBM2015010805,2015-01-12 19:00:00,27.91325,-82.66245,160,Mugil cephalus,Striped Mullet,4,298,183,358,2018-04-12 07:04:07
24503,2724523,TBM2015011307,2015-01-06 19:00:00,27.931183,-82.533816,20,Lagodon rhomboides,Pinfish,11,16,13,26,2018-04-12 07:04:07
24504,2724524,TBM2015011307,2015-01-06 19:00:00,27.931183,-82.533816,20,Microgobius gulosus,Clown Goby,8,24,18,32,2018-04-12 07:04:07
24505,2724549,TBM2015020603,2015-02-11 19:00:00,27.9511,-82.699333,300,Callinectes sapidus,Blue Crab,7,114,87,142,2018-04-12 07:04:17
24506,2724550,TBM2015020603,2015-02-11 19:00:00,27.9511,-82.699333,300,Eucinostomus gula,Silver Jenny,28,58,48,72,2018-04-12 07:04:17
24507,2724551,TBM2015020607,2015-02-11 19:00:00,27.9322,-82.543366,300,Menippe spp.,Stone Crab,1,10,10,10,2018-04-12 07:04:17
24508,2724552,TBM2015020607,2015-02-11 19:00:00,27.9322,-82.543366,300,Paralichthys albigutta,Gulf Flounder,3,40,38,42,2018-04-12 07:04:17
24509,2724594,TBM2014040103,2014-03-31 20:00:00,27.891283,-82.62715,20,Lagodon rhomboides,Pinfish,2,39,36,42,2018-04-12 07:01:57
24510,2724595,TBM2014040103,2014-03-31 20:00:00,27.891283,-82.62715,20,Syngnathus scovelli,Gulf Pipefish,1,69,69,69,2018-04-12 07:01:57
24511,2724596,TBM2014040106,2014-03-31 20:00:00,27.908933,-82.602383,300,Paralichthys albigutta,Gulf Flounder,1,258,258,258,2018-04-12 07:01:57
24512,2724597,TBM2014040108,2014-03-31 20:00:00,27.897833,-82.549666,300,Menippe spp.,Stone Crab,4,20,7,55,2018-04-12 07:01:57
24513,2724642,TBM2014040905,2014-04-02 20:00:00,27.958066,-82.68415,300,Chasmodes saburrae,Florida Blenny,1,46,46,46,2018-04-12 07:02:05
24514,2724643,TBM2014040905,2014-04-02 20:00:00,27.958066,-82.68415,300,Synodus foetens,Inshore Lizardfish,1,92,92,92,2018-04-12 07:02:05
24515,2724649,TBM2014041101,2014-04-09 20:00:00,27.87365,-82.5989,160,Strongylura notata,Redfin Needlefish,2,324,320,328,2018-04-12 07:02:05
24516,2724715,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Cynoscion nebulosus,Spotted Seatrout,2,22,22,22,2018-04-12 07:02:05
24517,2724716,TBM2014050805,2014-05-14 20:00:00,27.834216,-82.589316,20,Strongylura spp.,Needlefishes,1,98,98,98,2018-04-12 07:02:05
24518,2724718,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Bairdiella chrysoura,Silver Perch,8,19,11,26,2018-04-12 07:02:05
24519,2724719,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Opsanus beta,Gulf Toadfish,10,76,58,101,2018-04-12 07:02:05
24520,2724720,TBM2014050907,2014-05-07 20:00:00,27.966683,-82.587033,300,Paralichthys albigutta,Gulf Flounder,2,89,77,102,2018-04-12 07:02:05
24521,2724721,TBM2014050908,2014-05-07 20:00:00,27.92695,-82.53375,20,Sphoeroides nephelus,Southern Puffer,3,12,11,13,2018-04-12 07:02:05
24522,2724733,TBM2014051301,2014-05-12 20:00:00,27.973266,-82.606883,160,Leiostomus xanthurus,Spot,6,84,78,92,2018-04-12 07:02:05
24523,2724734,TBM2014051304,2014-05-12 20:00:00,27.956783,-82.716966,20,Anchoa hepsetus,Striped Anchovy,3,31,25,42,2018-04-12 07:02:05
24524,2724735,TBM2014051304,2014-05-12 20:00:00,27.956783,-82.716966,20,Microgobius gulosus,Clown Goby,71,30,24,45,2018-04-12 07:02:05
24525,2724737,TBM2014051307,2014-05-12 20:00:00,28.0025,-82.657,20,Sphoeroides nephelus,Southern Puffer,1,24,24,24,2018-04-12 07:02:05
24526,2724811,TBM2014030801,2014-03-24 20:00:00,27.849,-82.55475,160,Mugil cephalus,Striped Mullet,12,320,296,347,2018-04-12 07:03:33
24527,2724815,TBM2014030905,2014-03-23 20:00:00,27.86425,-82.56385,300,Orthopristis chrysoptera,Pigfish,2,20,19,21,2018-04-12 07:03:33
24528,2724824,TBM2014031202,2014-03-04 19:00:00,27.973483,-82.606066,160,Mugil curema,White Mullet,9,251,240,264,2018-04-12 07:03:33
24529,2724827,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Farfantepenaeus duorarum,Pink Shrimp,1,11,11,11,2018-04-12 07:03:33
24530,2724828,TBM2014031301,2014-03-23 20:00:00,27.934933,-82.565683,300,Symphurus plagiusa,Blackcheek Tonguefish,3,51,42,62,2018-04-12 07:03:33
24531,2724829,TBM2014031303,2014-03-23 20:00:00,27.924566,-82.685133,300,Orthopristis chrysoptera,Pigfish,5,30,23,40,2018-04-12 07:03:33
24532,2724830,TBM2014031304,2014-03-23 20:00:00,27.92395,-82.700233,20,Gobiosoma spp.,Gobiosoma Gobies,1,18,18,18,2018-04-12 07:03:33
24533,2724831,TBM2014031306,2014-03-23 20:00:00,28.028733,-82.690483,20,Anchoa mitchilli,Bay Anchovy,873,32,21,50,2018-04-12 07:03:33
24534,2724832,TBM2014031306,2014-03-23 20:00:00,28.028733,-82.690483,20,Eucinostomus harengulus,Tidewater Mojarra,2,48,41,56,2018-04-12 07:03:33
24535,2724871,TBM2014040108,2014-03-31 20:00:00,27.897833,-82.549666,300,Hypleurochilus caudovittatus,Zebratail Blenny,1,54,54,54,2018-04-12 07:03:33
24536,2724917,TBM2014041101,2014-04-09 20:00:00,27.87365,-82.5989,160,Mugil cephalus,Striped Mullet,1,301,301,301,2018-04-12 07:03:33
24537,2725030,TBM2014010507,2014-01-16 19:00:00,27.842766,-82.54485,20,Orthopristis chrysoptera,Pigfish,1,19,19,19,2018-04-12 07:02:06
24538,2725031,TBM2014010701,2014-01-16 19:00:00,28.00575,-82.639316,20,Microgobius gulosus,Clown Goby,2,33,32,34,2018-04-12 07:02:06
24539,2725040,TBM2014010904,2014-01-15 19:00:00,27.87155,-82.606366,160,Brevoortia spp.,Menhadens,1,153,153,153,2018-04-12 07:02:06
24540,2725041,TBM2014010905,2014-01-15 19:00:00,27.888033,-82.635833,160,Trachinotus falcatus,Permit,2,192,187,198,2018-04-12 07:02:06
24541,2725042,TBM2014010906,2014-01-15 19:00:00,27.900683,-82.640366,160,Mugil cephalus,Striped Mullet,3,336,325,348,2018-04-12 07:02:06
