,OBJECTID,Reference,Sampling_Date,Latitude,Longitude,Gear,Scientificname,Commonname,TotalNum,avg_size,min_size,max_size,ExDate
2714,1685839,TBM2004060903,2004-06-10 20:00:00,27.891717,-82.637983,160,Dasyatis sabina,Atlantic Stingray,1,270,270,270,2018-04-12 06:22:35
2715,1685840,TBM2004060904,2004-06-10 20:00:00,27.878533,-82.615317,160,Dasyatis say,Bluntnose Stingray,3,171,170,173,2018-04-12 06:22:35
2716,1685841,TBM2004060904,2004-06-10 20:00:00,27.878533,-82.615317,160,Leiostomus xanthurus,Spot,1,97,97,97,2018-04-12 06:22:35
2717,1686839,TBM2004070503,2004-06-30 20:00:00,28.01155,-82.656917,160,Oligoplites saurus,Leatherjacket,1,173,173,173,2018-04-12 06:22:36
2718,1686840,TBM2004070504,2004-06-30 20:00:00,27.97015,-82.5745,160,Oligoplites saurus,Leatherjacket,3,197,182,215,2018-04-12 06:22:36
2719,1686841,TBM2004070505,2004-06-30 20:00:00,27.9191,-82.687917,160,Eugerres plumieri,Striped Mojarra,3,218,167,246,2018-04-12 06:22:36
2720,1687217,TBM2004060902,2004-06-10 20:00:00,27.91025,-82.644533,20,Farfantepenaeus duorarum,Pink Shrimp,1,6,6,6,2018-04-12 06:22:32
2721,1687320,TBM2004070503,2004-06-30 20:00:00,28.01155,-82.656917,160,Mugil cephalus,Striped Mullet,3,154,100,262,2018-04-12 06:22:35
2722,1687321,TBM2004070504,2004-06-30 20:00:00,27.97015,-82.5745,160,Rhinoptera bonasus,Cownose Ray,1,680,680,680,2018-04-12 06:22:35
2723,1687457,TBM2004070505,2004-06-30 20:00:00,27.9191,-82.687917,160,Ariopsis felis,Hardhead Catfish,7,304,217,360,2018-04-12 06:22:43
2724,1687616,TBM2004030307,2004-03-01 19:00:00,27.923433,-82.6878,300,Prionotus tribulus,Bighead Searobin,1,40,40,40,2018-04-12 06:21:30
2725,1687617,TBM2004030310,2004-03-01 19:00:00,27.92955,-82.683167,300,Micropogonias undulatus,Atlantic Croaker,18,30,21,54,2018-04-12 06:21:30
2726,1687618,TBM2004030310,2004-03-01 19:00:00,27.92955,-82.683167,300,Prionotus tribulus,Bighead Searobin,1,73,73,73,2018-04-12 06:21:30
2727,1687623,TBM2004030404,2004-03-04 19:00:00,27.826217,-82.593167,160,Strongylura notata,Redfin Needlefish,2,331,302,360,2018-04-12 06:21:30
2728,1687632,TBM2004031007,2004-03-02 19:00:00,27.94795,-82.552917,300,Trinectes maculatus,Hogchoker,1,60,60,60,2018-04-12 06:21:30
2729,1687633,TBM2004031008,2004-03-02 19:00:00,27.948883,-82.552983,300,Callinectes sapidus,Blue Crab,1,128,128,128,2018-04-12 06:21:30
2730,1687634,TBM2004031008,2004-03-02 19:00:00,27.948883,-82.552983,300,Chilomycterus schoepfii,Striped Burrfish,1,148,148,148,2018-04-12 06:21:30
2731,1687635,TBM2004031008,2004-03-02 19:00:00,27.948883,-82.552983,300,Farfantepenaeus duorarum,Pink Shrimp,1,30,30,30,2018-04-12 06:21:30
2732,1687636,TBM2004031009,2004-03-02 19:00:00,27.9503,-82.547767,300,Prionotus tribulus,Bighead Searobin,1,65,65,65,2018-04-12 06:21:30
2733,1687637,TBM2004031010,2004-03-02 19:00:00,27.950383,-82.5474,300,Bairdiella chrysoura,Silver Perch,3,115,110,118,2018-04-12 06:21:30
2734,1687638,TBM2004031011,2004-03-02 19:00:00,27.9594,-82.549333,20,Lagodon rhomboides,Pinfish,8,21,15,29,2018-04-12 06:21:30
2735,1687639,TBM2004031011,2004-03-02 19:00:00,27.9594,-82.549333,20,Menidia spp.,Menidia Silversides,7,45,40,53,2018-04-12 06:21:30
2736,1687640,TBM2004031011,2004-03-02 19:00:00,27.9594,-82.549333,20,Microgobius gulosus,Clown Goby,12,30,25,36,2018-04-12 06:21:30
2737,1687641,TBM2004031201,2004-02-29 19:00:00,28.00065,-82.655383,20,Anchoa mitchilli,Bay Anchovy,16,34,27,41,2018-04-12 06:21:30
2738,1687642,TBM2004031204,2004-02-29 19:00:00,27.93655,-82.720917,160,Dasyatis sabina,Atlantic Stingray,1,287,287,287,2018-04-12 06:21:30
2739,1687643,TBM2004031204,2004-02-29 19:00:00,27.93655,-82.720917,160,Mugil cephalus,Striped Mullet,1,280,280,280,2018-04-12 06:21:30
2740,1687663,TBM2004031606,2004-03-04 19:00:00,27.8417,-82.546717,300,Callinectes sapidus,Blue Crab,9,57,22,132,2018-04-12 06:21:30
2741,1687664,TBM2004031606,2004-03-04 19:00:00,27.8417,-82.546717,300,Chilomycterus schoepfii,Striped Burrfish,1,215,215,215,2018-04-12 06:21:30
2742,1687665,TBM2004031607,2004-03-04 19:00:00,27.841133,-82.544983,300,Leiostomus xanthurus,Spot,2,145,142,148,2018-04-12 06:21:30
2743,1687666,TBM2004031611,2004-03-04 19:00:00,27.866533,-82.5382,20,Menidia spp.,Menidia Silversides,109,43,33,52,2018-04-12 06:21:30
2744,1687733,TBM2004040402,2004-04-06 20:00:00,27.904733,-82.632867,160,Mugil trichodon,Fantail Mullet,10,145,132,210,2018-04-12 06:22:30
2745,1687759,TBM2004041403,2004-04-22 20:00:00,27.832683,-82.562017,160,Acanthostracion quadricornis,Scrawled Cowfish,1,175,175,175,2018-04-12 06:22:30
2746,1687760,TBM2004041403,2004-04-22 20:00:00,27.832683,-82.562017,160,Archosargus probatocephalus,Sheepshead,5,226,194,274,2018-04-12 06:22:30
2747,1687761,TBM2004041403,2004-04-22 20:00:00,27.832683,-82.562017,160,Mugil cephalus,Striped Mullet,1,299,299,299,2018-04-12 06:22:30
2748,1687762,TBM2004041407,2004-04-22 20:00:00,27.835367,-82.582833,20,Lagodon rhomboides,Pinfish,62,46,27,67,2018-04-12 06:22:30
2749,1687803,TBM2004060902,2004-06-10 20:00:00,27.91025,-82.644533,20,Bairdiella chrysoura,Silver Perch,1,12,12,12,2018-04-12 06:22:46
2750,1687804,TBM2004060902,2004-06-10 20:00:00,27.91025,-82.644533,20,Cynoscion nebulosus,Spotted Seatrout,11,20,17,24,2018-04-12 06:22:46
2751,1687805,TBM2004060903,2004-06-10 20:00:00,27.891717,-82.637983,160,Strongylura notata,Redfin Needlefish,1,350,350,350,2018-04-12 06:22:46
2752,1687931,TBM2004070505,2004-06-30 20:00:00,27.9191,-82.687917,160,Elops saurus,Ladyfish,2,334,325,344,2018-04-12 06:22:46
2753,1690799,TBM1996061910,1996-06-18 20:00:00,27.83,-82.584833,20,Lucania parva,Rainwater Killifish,1,17,17,17,2018-04-12 06:25:30
2754,1690800,TBM1996061910,1996-06-18 20:00:00,27.83,-82.584833,20,Orthopristis chrysoptera,Pigfish,5,50,40,57,2018-04-12 06:25:30
2755,1690803,TBM1996061915,1996-06-18 20:00:00,27.845667,-82.587667,300,Acanthostracion quadricornis,Scrawled Cowfish,2,141,106,176,2018-04-12 06:25:30
2756,1690805,TBM1996061917,1996-06-18 20:00:00,27.852333,-82.595667,20,Bairdiella chrysoura,Silver Perch,39,41,31,61,2018-04-12 06:25:30
2757,1690811,TBM1996061921,1996-06-18 20:00:00,27.926833,-82.532333,20,Archosargus probatocephalus,Sheepshead,1,24,24,24,2018-04-12 06:26:13
2758,1690812,TBM1996061921,1996-06-18 20:00:00,27.926833,-82.532333,20,Callinectes sapidus,Blue Crab,1,123,123,123,2018-04-12 06:26:13
2759,1690815,TBM1996062001,1996-06-19 20:00:00,27.969667,-82.616,22,Strongylura notata,Redfin Needlefish,4,83,53,99,2018-04-12 06:26:13
2760,1690816,TBM1996062001,1996-06-19 20:00:00,27.969667,-82.616,22,Syngnathus louisianae,Chain Pipefish,3,123,87,144,2018-04-12 06:26:13
2761,1690817,TBM1996062004,1996-06-19 20:00:00,27.978667,-82.688167,20,Gobiosoma robustum,Code Goby,3,22,22,23,2018-04-12 06:26:13
2762,1690818,TBM1996062006,1996-06-19 20:00:00,27.957833,-82.708167,22,Cyprinodon variegatus,Sheepshead Minnow,11,13,11,21,2018-04-12 06:26:13
2763,1690819,TBM1996062006,1996-06-19 20:00:00,27.957833,-82.708167,22,Menidia spp.,Menidia Silversides,84,29,23,40,2018-04-12 06:26:13
2764,1690825,TBM1996062101,1996-06-20 20:00:00,27.9555,-82.719833,22,Cynoscion nebulosus,Spotted Seatrout,2,54,48,61,2018-04-12 06:26:13
2765,1690826,TBM1996062101,1996-06-20 20:00:00,27.9555,-82.719833,22,Lagodon rhomboides,Pinfish,58,62,49,80,2018-04-12 06:26:13
2766,1690830,TBM1996062104,1996-06-20 20:00:00,27.966,-82.575333,20,Synodus foetens,Inshore Lizardfish,2,81,52,110,2018-04-12 06:26:13
2767,1690842,TBM1996071108,1996-07-10 20:00:00,27.975,-82.583833,160,Dasyatis sabina,Atlantic Stingray,21,240,83,292,2018-04-12 06:26:13
2768,1690919,TBM1996072201,1996-07-21 20:00:00,27.9725,-82.614333,300,Cynoscion nebulosus,Spotted Seatrout,2,28,28,29,2018-04-12 06:26:14
2769,1690920,TBM1996072201,1996-07-21 20:00:00,27.9725,-82.614333,300,Farfantepenaeus duorarum,Pink Shrimp,6,24,16,42,2018-04-12 06:26:14
2770,1690921,TBM1996072202,1996-07-21 20:00:00,27.978667,-82.600667,22,Strongylura notata,Redfin Needlefish,31,96,53,162,2018-04-12 06:26:14
2771,1690922,TBM1996072202,1996-07-21 20:00:00,27.978667,-82.600667,22,Strongylura spp.,Needlefishes,8,63,63,63,2018-04-12 06:26:14
2772,1690926,TBM1996072207,1996-07-21 20:00:00,28.0025,-82.655167,20,Achirus lineatus,Lined Sole,4,33,31,36,2018-04-12 06:26:14
2773,1690927,TBM1996072207,1996-07-21 20:00:00,28.0025,-82.655167,20,Anchoa hepsetus,Striped Anchovy,18,37,29,51,2018-04-12 06:26:14
2774,1690928,TBM1996072208,1996-07-21 20:00:00,27.994833,-82.676167,300,Chloroscombrus chrysurus,Atlantic Bumper,8,28,11,41,2018-04-12 06:26:14
2775,1690929,TBM1996072208,1996-07-21 20:00:00,27.994833,-82.676167,300,Cynoscion arenarius,Sand Seatrout,57,26,11,95,2018-04-12 06:26:14
2776,1690933,TBM1996072302,1996-07-22 20:00:00,27.879333,-82.6115,20,Achirus lineatus,Lined Sole,1,26,26,26,2018-04-12 06:26:14
2777,1690934,TBM1996072305,1996-07-22 20:00:00,27.896833,-82.5325,22,Anchoa hepsetus,Striped Anchovy,40,39,35,42,2018-04-12 06:26:14
2778,1690935,TBM1996072305,1996-07-22 20:00:00,27.896833,-82.5325,22,Microgobius gulosus,Clown Goby,42,29,23,39,2018-04-12 06:26:14
2779,1690936,TBM1996072305,1996-07-22 20:00:00,27.896833,-82.5325,22,Sphoeroides nephelus,Southern Puffer,5,29,14,41,2018-04-12 06:26:14
2780,1690964,TBM1996081406,1996-08-13 20:00:00,27.9535,-82.566167,300,Eucinostomus spp.,Eucinostomus,32,19,10,34,2018-04-12 06:26:14
2781,1690979,TBM1996081515,1996-08-14 20:00:00,27.915833,-82.6825,22,Eugerres plumieri,Striped Mojarra,108,25,19,31,2018-04-12 06:26:14
2782,1690980,TBM1996081515,1996-08-14 20:00:00,27.915833,-82.6825,22,Farfantepenaeus duorarum,Pink Shrimp,1,15,15,15,2018-04-12 06:26:14
2783,1690981,TBM1996081515,1996-08-14 20:00:00,27.915833,-82.6825,22,Floridichthys carpio,Goldspotted Killifish,308,37,22,58,2018-04-12 06:26:14
2784,1690982,TBM1996081517,1996-08-14 20:00:00,27.910833,-82.6575,20,Farfantepenaeus duorarum,Pink Shrimp,1,11,11,11,2018-04-12 06:26:14
2785,1691057,TBM1996091701,1996-09-16 20:00:00,27.946,-82.6375,300,Microgobius thalassinus,Green Goby,4,21,21,23,2018-04-12 06:26:14
2786,1691058,TBM1996091701,1996-09-16 20:00:00,27.946,-82.6375,300,Symphurus plagiusa,Blackcheek Tonguefish,2,70,58,82,2018-04-12 06:26:14
2787,1691059,TBM1996091703,1996-09-16 20:00:00,27.947,-82.549167,20,Gobiosoma robustum,Code Goby,3,24,20,27,2018-04-12 06:26:14
2788,1691060,TBM1996091703,1996-09-16 20:00:00,27.947,-82.549167,20,Lagodon rhomboides,Pinfish,1,94,94,94,2018-04-12 06:26:14
2789,1691061,TBM1996091704,1996-09-16 20:00:00,27.953833,-82.5475,20,Menidia spp.,Menidia Silversides,204,49,42,61,2018-04-12 06:26:14
2790,1691062,TBM1996091706,1996-09-16 20:00:00,27.979333,-82.693167,22,Callinectes sapidus,Blue Crab,1,57,57,57,2018-04-12 06:26:14
2791,1691063,TBM1996091707,1996-09-16 20:00:00,27.998167,-82.635,20,Farfantepenaeus duorarum,Pink Shrimp,11,14,9,22,2018-04-12 06:26:14
2792,1695348,TBM1996091708,1996-09-16 20:00:00,28.002333,-82.664667,22,Eucinostomus spp.,Eucinostomus,9,35,29,39,2018-04-12 06:26:14
2793,1695349,TBM1996091708,1996-09-16 20:00:00,28.002333,-82.664667,22,Syngnathus scovelli,Gulf Pipefish,2,76,73,79,2018-04-12 06:26:14
2794,1695350,TBM1996091710,1996-09-16 20:00:00,27.988167,-82.687833,22,Cyprinodon variegatus,Sheepshead Minnow,144,38,26,49,2018-04-12 06:26:14
2795,1695351,TBM1996091710,1996-09-16 20:00:00,27.988167,-82.687833,22,Floridichthys carpio,Goldspotted Killifish,584,36,25,48,2018-04-12 06:26:14
2796,1695410,TBM1996101004,1996-10-09 20:00:00,27.874167,-82.596667,160,Archosargus probatocephalus,Sheepshead,1,110,110,110,2018-04-12 06:26:22
2797,1696526,TBM2003101707,2003-10-09 20:00:00,27.917,-82.68345,20,Eucinostomus spp.,Eucinostomus,1,23,23,23,2018-04-12 06:21:12
2798,1696527,TBM2003101707,2003-10-09 20:00:00,27.917,-82.68345,20,Menidia spp.,Menidia Silversides,20,56,44,77,2018-04-12 06:21:12
2799,1696528,TBM2003101711,2003-10-09 20:00:00,27.92315,-82.687783,300,Achirus lineatus,Lined Sole,2,21,18,25,2018-04-12 06:21:12
2800,1696529,TBM2003101711,2003-10-09 20:00:00,27.92315,-82.687783,300,Bagre marinus,Gafftopsail Catfish,1,380,380,380,2018-04-12 06:21:12
2801,1696530,TBM2003101711,2003-10-09 20:00:00,27.92315,-82.687783,300,Callinectes sapidus,Blue Crab,15,14,10,23,2018-04-12 06:21:12
2802,1696838,TBM2003111007,2003-11-06 19:00:00,27.92985,-82.683217,300,Prionotus tribulus,Bighead Searobin,3,30,25,35,2018-04-12 06:21:13
2803,1696839,TBM2003111008,2003-11-06 19:00:00,27.929383,-82.683933,300,Cynoscion arenarius,Sand Seatrout,9,31,23,51,2018-04-12 06:21:13
2804,1696840,TBM2003111010,2003-11-06 19:00:00,27.923017,-82.68765,300,Menticirrhus americanus,Southern Kingfish,1,28,28,28,2018-04-12 06:21:13
2805,1696841,TBM2003111011,2003-11-06 19:00:00,27.9179,-82.682267,20,Anchoa mitchilli,Bay Anchovy,70,28,25,31,2018-04-12 06:21:13
2806,1696842,TBM2003111011,2003-11-06 19:00:00,27.9179,-82.682267,20,Ariopsis felis,Hardhead Catfish,5,258,224,328,2018-04-12 06:21:13
2807,1696843,TBM2003111013,2003-11-06 19:00:00,27.942417,-82.712067,300,Menticirrhus americanus,Southern Kingfish,24,62,23,94,2018-04-12 06:21:13
2808,1696850,TBM2003111302,2003-11-11 19:00:00,27.8823,-82.539883,160,Centropomus undecimalis,Common Snook,5,461,412,500,2018-04-12 06:21:13
2809,1696851,TBM2003111304,2003-11-11 19:00:00,27.86395,-82.545417,160,Opisthonema oglinum,Atlantic Thread Herring,1,167,167,167,2018-04-12 06:21:13
2810,1696852,TBM2003111304,2003-11-11 19:00:00,27.86395,-82.545417,160,Sciaenops ocellatus,Red Drum,3,306,183,470,2018-04-12 06:21:13
2811,1696858,TBM2003111605,2003-11-16 19:00:00,27.84715,-82.55115,20,Syngnathus scovelli,Gulf Pipefish,9,66,45,86,2018-04-12 06:21:13
2812,1696859,TBM2003111702,2003-11-18 19:00:00,27.881167,-82.598617,300,Farfantepenaeus duorarum,Pink Shrimp,2,20,9,31,2018-04-12 06:21:13
2813,1696860,TBM2003111702,2003-11-18 19:00:00,27.881167,-82.598617,300,Paralichthys albigutta,Gulf Flounder,1,214,214,214,2018-04-12 06:21:13
2814,1696861,TBM2003111702,2003-11-18 19:00:00,27.881167,-82.598617,300,Synodus foetens,Inshore Lizardfish,1,123,123,123,2018-04-12 06:21:13
2815,1696862,TBM2003111703,2003-11-18 19:00:00,27.874017,-82.606317,300,Syngnathus scovelli,Gulf Pipefish,6,67,56,86,2018-04-12 06:21:13
2816,1696863,TBM2003111705,2003-11-18 19:00:00,27.93245,-82.6135,300,Cynoscion arenarius,Sand Seatrout,4,36,29,52,2018-04-12 06:21:13
2817,1696864,TBM2003111705,2003-11-18 19:00:00,27.93245,-82.6135,300,Dasyatis sabina,Atlantic Stingray,1,255,255,255,2018-04-12 06:21:13
2818,1696865,TBM2003111705,2003-11-18 19:00:00,27.93245,-82.6135,300,Eucinostomus spp.,Eucinostomus,1,39,39,39,2018-04-12 06:21:13
2819,1696866,TBM2003111705,2003-11-18 19:00:00,27.93245,-82.6135,300,Menticirrhus americanus,Southern Kingfish,2,107,23,192,2018-04-12 06:21:13
2820,1696867,TBM2003111706,2003-11-18 19:00:00,27.880883,-82.614767,20,Gobiosoma robustum,Code Goby,5,25,22,27,2018-04-12 06:21:13
2821,1696868,TBM2003111706,2003-11-18 19:00:00,27.880883,-82.614767,20,Lucania parva,Rainwater Killifish,15,26,19,32,2018-04-12 06:21:13
2822,1696869,TBM2003111706,2003-11-18 19:00:00,27.880883,-82.614767,20,Microgobius gulosus,Clown Goby,49,28,23,36,2018-04-12 06:21:13
2823,1696870,TBM2003111708,2003-11-18 19:00:00,27.877783,-82.61195,20,Achirus lineatus,Lined Sole,1,27,27,27,2018-04-12 06:21:13
2824,1696871,TBM2003111708,2003-11-18 19:00:00,27.877783,-82.61195,20,Callinectes sapidus,Blue Crab,5,29,25,36,2018-04-12 06:21:13
2825,1696872,TBM2003111708,2003-11-18 19:00:00,27.877783,-82.61195,20,Eucinostomus spp.,Eucinostomus,1,19,19,19,2018-04-12 06:21:13
2826,1696873,TBM2003111713,2003-11-20 19:00:00,27.94905,-82.54825,300,Harengula jaguana,Scaled Sardine,2,113,111,115,2018-04-12 06:21:13
2827,1696874,TBM2003111802,2003-11-20 19:00:00,27.925967,-82.692133,160,Sciaenops ocellatus,Red Drum,2,502,495,510,2018-04-12 06:21:13
2828,1696875,TBM2003111806,2003-11-20 19:00:00,27.990583,-82.6843,160,Elops saurus,Ladyfish,3,248,234,268,2018-04-12 06:21:13
2829,1696942,TBM2003120205,2003-11-30 19:00:00,27.9653,-82.692917,20,Callinectes sapidus,Blue Crab,1,14,14,14,2018-04-12 06:21:13
2830,1696945,TBM2003120403,2003-11-30 19:00:00,27.846417,-82.5888,20,Eucinostomus spp.,Eucinostomus,1,27,27,27,2018-04-12 06:21:13
2831,1696946,TBM2003120404,2003-11-30 19:00:00,27.870633,-82.590867,20,Callinectes sapidus,Blue Crab,1,86,86,86,2018-04-12 06:21:13
2832,1696947,TBM2003120404,2003-11-30 19:00:00,27.870633,-82.590867,20,Cynoscion nebulosus,Spotted Seatrout,1,107,107,107,2018-04-12 06:21:13
2833,1696948,TBM2003120409,2003-11-30 19:00:00,27.94745,-82.547867,300,Ariopsis felis,Hardhead Catfish,1,121,121,121,2018-04-12 06:21:13
2834,1696949,TBM2003120409,2003-11-30 19:00:00,27.94745,-82.547867,300,Farfantepenaeus duorarum,Pink Shrimp,2,27,25,30,2018-04-12 06:21:13
2835,1696950,TBM2003120502,2003-12-02 19:00:00,27.874883,-82.6039,160,Archosargus probatocephalus,Sheepshead,2,132,117,148,2018-04-12 06:21:13
2836,1696955,TBM2003120605,2003-12-01 19:00:00,27.911983,-82.64615,20,Gobiosoma spp.,Gobiosoma Gobies,2,18,18,19,2018-04-12 06:21:13
2837,1696956,TBM2003120605,2003-12-01 19:00:00,27.911983,-82.64615,20,Sciaenops ocellatus,Red Drum,1,34,34,34,2018-04-12 06:21:13
2838,1696959,TBM2003120608,2003-12-01 19:00:00,27.922467,-82.687433,300,Anchoa mitchilli,Bay Anchovy,10,48,42,57,2018-04-12 06:21:13
2839,1696960,TBM2003120609,2003-12-01 19:00:00,27.924567,-82.687817,300,Limulus polyphemus,Horseshoe Crab,4,167,149,199,2018-04-12 06:21:13
2840,1696961,TBM2003120610,2003-12-01 19:00:00,27.92975,-82.684517,300,Anchoa mitchilli,Bay Anchovy,159,46,33,54,2018-04-12 06:21:13
2841,1696962,TBM2003120611,2003-12-01 19:00:00,27.9307,-82.683933,300,Microgobius thalassinus,Green Goby,1,20,20,20,2018-04-12 06:21:13
2842,1696963,TBM2003120611,2003-12-01 19:00:00,27.9307,-82.683933,300,Prionotus tribulus,Bighead Searobin,5,36,19,44,2018-04-12 06:21:13
2843,1697640,TBM1997051401,1997-05-13 20:00:00,27.9645,-82.573833,20,Orthopristis chrysoptera,Pigfish,100,42,31,51,2018-04-12 06:29:47
2844,1697641,TBM1997051401,1997-05-13 20:00:00,27.9645,-82.573833,20,Sphoeroides nephelus,Southern Puffer,3,36,30,41,2018-04-12 06:29:47
2845,1697642,TBM1997051403,1997-05-13 20:00:00,27.933,-82.6905,300,Callinectes sapidus,Blue Crab,1,122,122,122,2018-04-12 06:29:47
2846,1697643,TBM1997051404,1997-05-13 20:00:00,27.922167,-82.694167,20,Menticirrhus americanus,Southern Kingfish,1,46,46,46,2018-04-12 06:29:47
2847,1697644,TBM1997051406,1997-05-13 20:00:00,27.950667,-82.723333,22,Menidia spp.,Menidia Silversides,2304,27,22,40,2018-04-12 06:29:47
2848,1697645,TBM1997051406,1997-05-13 20:00:00,27.950667,-82.723333,22,Mugil cephalus,Striped Mullet,15,49,32,64,2018-04-12 06:29:47
2849,1697646,TBM1997051408,1997-05-13 20:00:00,27.9925,-82.654333,300,Opsanus beta,Gulf Toadfish,2,64,48,80,2018-04-12 06:29:47
2850,1697647,TBM1997051408,1997-05-13 20:00:00,27.9925,-82.654333,300,Prionotus scitulus,Leopard Searobin,2,49,48,50,2018-04-12 06:29:47
2851,1697648,TBM1997051501,1997-05-14 20:00:00,27.873833,-82.541,300,Synodus foetens,Inshore Lizardfish,1,159,159,159,2018-04-12 06:29:47
2852,1697652,TBM1997051903,1997-05-18 20:00:00,27.876167,-82.597167,160,Lagodon rhomboides,Pinfish,11,79,70,86,2018-04-12 06:29:47
2853,1697653,TBM1997051903,1997-05-18 20:00:00,27.876167,-82.597167,160,Trachinotus falcatus,Permit,2,230,220,241,2018-04-12 06:29:47
2854,1697677,TBM1997052302,1997-05-22 20:00:00,27.913,-82.6755,160,Oligoplites saurus,Leatherjacket,1,200,200,200,2018-04-12 06:29:47
2855,1697744,TBM1997061703,1997-06-16 20:00:00,27.836167,-82.545,300,Chilomycterus schoepfii,Striped Burrfish,4,143,114,162,2018-04-12 06:31:20
2856,1697745,TBM1997061705,1997-06-16 20:00:00,27.905333,-82.6325,160,Cynoscion nebulosus,Spotted Seatrout,1,439,439,439,2018-04-12 06:31:20
2857,1697746,TBM1997061705,1997-06-16 20:00:00,27.905333,-82.6325,160,Opsanus beta,Gulf Toadfish,2,112,111,114,2018-04-12 06:31:20
2858,1697747,TBM1997061708,1997-06-16 20:00:00,27.906833,-82.640333,160,Ariopsis felis,Hardhead Catfish,2,292,272,312,2018-04-12 06:31:20
2859,1697748,TBM1997061708,1997-06-16 20:00:00,27.906833,-82.640333,160,Dasyatis say,Bluntnose Stingray,1,161,161,161,2018-04-12 06:31:20
2860,1697773,TBM1997062002,1997-06-19 20:00:00,27.875667,-82.592667,160,Eucinostomus gula,Silver Jenny,23,87,78,98,2018-04-12 06:31:21
2861,1697774,TBM1997062002,1997-06-19 20:00:00,27.875667,-82.592667,160,Eucinostomus harengulus,Tidewater Mojarra,135,93,82,108,2018-04-12 06:31:21
2862,1697775,TBM1997062307,1997-06-22 20:00:00,27.9525,-82.698,301,Chaetodipterus faber,Atlantic Spadefish,3,27,26,30,2018-04-12 06:31:21
2863,1697776,TBM1997062308,1997-06-22 20:00:00,27.912667,-82.6725,22,Menidia spp.,Menidia Silversides,2351,48,31,86,2018-04-12 06:31:21
2864,1697780,TBM1997062311,1997-06-22 20:00:00,27.941167,-82.5735,300,Farfantepenaeus duorarum,Pink Shrimp,1,32,32,32,2018-04-12 06:31:21
2865,1697782,TBM1997062403,1997-06-23 20:00:00,27.825833,-82.5915,20,Hippocampus zosterae,Dwarf Seahorse,1,28,28,28,2018-04-12 06:31:21
2866,1697783,TBM1997062403,1997-06-23 20:00:00,27.825833,-82.5915,20,Lagodon rhomboides,Pinfish,23,62,44,74,2018-04-12 06:31:21
2867,1697882,TBM1997052302,1997-05-22 20:00:00,27.913,-82.6755,160,Strongylura notata,Redfin Needlefish,1,335,335,335,2018-04-12 06:31:22
2868,1697943,TBM1997061704,1997-06-16 20:00:00,27.833833,-82.552333,22,Callinectes sapidus,Blue Crab,1,57,57,57,2018-04-12 06:31:22
2869,1697944,TBM1997061708,1997-06-16 20:00:00,27.906833,-82.640333,160,Eucinostomus gula,Silver Jenny,1,90,90,90,2018-04-12 06:31:22
2870,1697946,TBM1997061711,1997-06-16 20:00:00,27.936333,-82.7215,160,Rhinoptera bonasus,Cownose Ray,78,366,293,507,2018-04-12 06:31:22
2871,1697970,TBM1997062002,1997-06-19 20:00:00,27.875667,-82.592667,160,Rhinoptera bonasus,Cownose Ray,1,668,668,668,2018-04-12 06:31:22
2872,1697979,TBM1997062307,1997-06-22 20:00:00,27.9525,-82.698,301,Anchoa mitchilli,Bay Anchovy,35,49,28,58,2018-04-12 06:31:22
2873,1697980,TBM1997062307,1997-06-22 20:00:00,27.9525,-82.698,301,Microgobius thalassinus,Green Goby,2,24,23,25,2018-04-12 06:31:22
2874,1697981,TBM1997062308,1997-06-22 20:00:00,27.912667,-82.6725,22,Floridichthys carpio,Goldspotted Killifish,34,31,14,58,2018-04-12 06:31:22
2875,1697982,TBM1997062308,1997-06-22 20:00:00,27.912667,-82.6725,22,Lucania parva,Rainwater Killifish,8,24,24,24,2018-04-12 06:31:22
2876,1697984,TBM1997062310,1997-06-22 20:00:00,27.9125,-82.605333,300,Synodus foetens,Inshore Lizardfish,3,65,46,79,2018-04-12 06:31:22
2877,1697985,TBM1997062311,1997-06-22 20:00:00,27.941167,-82.5735,300,Opsanus beta,Gulf Toadfish,1,244,244,244,2018-04-12 06:31:22
2878,1697986,TBM1997062312,1997-06-22 20:00:00,27.968167,-82.633833,20,Strongylura spp.,Needlefishes,1,127,127,127,2018-04-12 06:31:22
2879,1697989,TBM1997062402,1997-06-23 20:00:00,27.826833,-82.591333,22,Fundulus grandis,Gulf Killifish,8,47,43,51,2018-04-12 06:31:22
2880,1697990,TBM1997062403,1997-06-23 20:00:00,27.825833,-82.5915,20,Menidia spp.,Menidia Silversides,18,46,35,52,2018-04-12 06:31:22
2881,1697991,TBM1997062403,1997-06-23 20:00:00,27.825833,-82.5915,20,Orthopristis chrysoptera,Pigfish,29,65,54,86,2018-04-12 06:31:22
2882,1698141,TBM1997061703,1997-06-16 20:00:00,27.836167,-82.545,300,Paralichthys albigutta,Gulf Flounder,2,162,149,175,2018-04-12 06:31:24
2883,1698144,TBM1997061708,1997-06-16 20:00:00,27.906833,-82.640333,160,Lagodon rhomboides,Pinfish,11,77,71,83,2018-04-12 06:31:24
2884,1698163,TBM1997062002,1997-06-19 20:00:00,27.875667,-82.592667,160,Fundulus similis,Longnose Killifish,1,99,99,99,2018-04-12 06:31:24
2885,1698164,TBM1997062002,1997-06-19 20:00:00,27.875667,-82.592667,160,Mugil trichodon,Fantail Mullet,1,163,163,163,2018-04-12 06:31:24
